Variant_Type,Panel,Bin_Center,Binned_SFS,Binned_Std
synonymous,H,1.4142135623730951,19.51392254468186,0.19604176912360632
synonymous,H,2.8284271247461903,4.282202386409438,0.20678415168869724
synonymous,H,5.656854249492381,3.6478887232681814,0.2379678601124925
synonymous,H,11.661903789690601,2.0498162010921135,0.32076913298179643
synonymous,H,24.392621835300936,1.1638836494354052,0.32760931931941206
synonymous,H,59.16079783099616,1.3335801091318444,0.6833035118931219
synonymous,H,100.0,2.3927200817109053,4.7214948247212085
synonymous,E,1.4142135623730951,15.885929268412582,0.23621281056738913
synonymous,E,2.8284271247461903,3.357064100960798,0.182281593810794
synonymous,E,5.656854249492381,2.8310050759017145,0.2298900751200742
synonymous,E,11.661903789690601,1.5840286772356365,0.28363556201947293
synonymous,E,24.392621835300936,1.0134974765320521,0.3099838486608555
synonymous,E,59.16079783099616,0.835023613747893,0.5131496179518107
synonymous,E,100.0,1.8292108034775652,4.026543507152123
synonymous,F,1.4142135623730951,15.496797731522435,0.28495225918873934
synonymous,F,2.8284271247461903,3.801785857406685,0.2526798019854881
synonymous,F,5.656854249492381,3.10895617368044,0.24906520739586613
synonymous,F,11.661903789690601,1.9082074312765087,0.28926731268469164
synonymous,F,24.392621835300936,1.053288370529856,0.32785524273571176
synonymous,F,59.16079783099616,1.0597251327942274,0.5670717365232041
synonymous,F,100.0,1.9620421702057058,4.152760124535753
synonymous,G,1.4142135623730951,17.234723542896575,0.27251759550791166
synonymous,G,2.8284271247461903,4.106654324654471,0.27284704000679894
synonymous,G,5.656854249492381,3.4091433592814155,0.21480732869807317
synonymous,G,11.661903789690601,1.969064092684846,0.2389094144794195
synonymous,G,24.392621835300936,1.177342334169964,0.3269021652993991
synonymous,G,59.16079783099616,1.261605403812382,0.6760319334722329
synonymous,G,100.0,2.158655999371007,4.449857383856459
synonymous,D,1.4142135623730951,15.720914090362925,0.35405496923448954
synonymous,D,2.8284271247461903,1.9731602141258122,0.179225056750544
synonymous,D,5.656854249492381,1.1334553187312224,0.13655730716796355
synonymous,D,11.661903789690601,0.6536239499343139,0.17164449101528834
synonymous,D,24.392621835300936,0.416634066565166,0.1982503115126466
synonymous,D,59.16079783099616,0.4722242861209054,0.38596627700901887
synonymous,D,100.0,1.6782394703695331,3.756991526649787
synonymous,A,1.4142135623730951,7.519503698572947,0.05483318680718007
synonymous,A,2.8284271247461903,1.7747909043426944,0.03207742147407355
synonymous,A,5.656854249492381,1.462705461222754,0.04171984477283655
synonymous,A,11.661903789690601,0.796207986759697,0.04179299126861277
synonymous,A,24.392621835300936,0.46208150921950164,0.04556963403222988
synonymous,A,59.16079783099616,0.48529286405150174,0.10179928536808697
synonymous,A,100.0,1.6817504315997382,3.4941138051796994
synonymous,B,1.4142135623730951,12.992116997082974,0.024780549658486528
synonymous,B,2.8284271247461903,2.0400635309946153,0.01904249252075428
synonymous,B,5.656854249492381,1.2832563314287881,0.02166724814974673
synonymous,B,11.661903789690601,0.6865879748638406,0.042546203394529664
synonymous,B,24.392621835300936,0.43730972717179384,0.04306514974312897
synonymous,B,59.16079783099616,0.4605210820038792,0.09150726551527971
synonymous,B,100.0,1.6877970870613694,3.3976211552759485
synonymous,C,1.4142135623730951,14.994145114697375,0.028975839803577885
synonymous,C,2.8284271247461903,2.0121708945158048,0.032595920724148644
synonymous,C,5.656854249492381,1.1779274943758367,0.02563697941543465
synonymous,C,11.661903789690601,0.655964590757776,0.033642213316252764
synonymous,C,24.392621835300936,0.4248263094470701,0.03985619134133492
synonymous,C,59.16079783099616,0.4583754945824694,0.08986082029694417
synonymous,C,100.0,1.6883822472670147,3.4006665729895778
missense,H,1.4142135623730951,17.00635597072548,0.3555909085620072
missense,H,2.8284271247461903,3.3858320870672856,0.22163008959798214
missense,H,5.656854249492381,2.755102673887876,0.2246841043824761
missense,H,11.661903789690601,1.4768882274446753,0.2407002619107057
missense,H,24.392621835300936,0.8593239443316918,0.28368132076371433
missense,H,59.16079783099616,0.7456250937583206,0.5022001165719359
missense,H,100.0,1.2548762613313897,2.7857138446688547
missense,E,1.4142135623730951,14.372731542449941,0.30623676239925113
missense,E,2.8284271247461903,2.9112889896751994,0.22314760530304079
missense,E,5.656854249492381,2.2296943012394195,0.22519788789200645
missense,E,11.661903789690601,1.178279140939452,0.21051654950300724
missense,E,24.392621835300936,0.5535338777902723,0.23229736893931996
missense,E,59.16079783099616,0.5433608227388049,0.38616226356343075
missense,E,100.0,0.9778101149348686,2.408088247617717
missense,F,1.4142135623730951,13.840740604768257,0.2694041923970299
missense,F,2.8284271247461903,3.3074397216720968,0.23863763359405232
missense,F,5.656854249492381,2.443328457316312,0.2769370061186186
missense,F,11.661903789690601,1.3171114216392255,0.24876212495386318
missense,F,24.392621835300936,0.6911693284841078,0.234351098331961
missense,F,59.16079783099616,0.5948245129983434,0.4308847304958847
missense,F,100.0,1.043635765266572,2.502203057999628
missense,G,1.4142135623730951,15.27035404697466,0.36478563585552404
missense,G,2.8284271247461903,3.2954714216117793,0.22506711205341545
missense,G,5.656854249492381,2.6078925831458264,0.2026043174121891
missense,G,11.661903789690601,1.4355975922365474,0.22804239887211009
missense,G,24.392621835300936,0.7946951240058979,0.2561322146963294
missense,G,59.16079783099616,0.6702248033783462,0.47143468718137527
missense,G,100.0,1.1734918209214982,2.71896022617291
missense,D,1.4142135623730951,15.447484887867546,0.25239590810929013
missense,D,2.8284271247461903,1.7324114337327217,0.15695734757166896
missense,D,5.656854249492381,0.9454957047660457,0.1280333966086733
missense,D,11.661903789690601,0.5421639927329238,0.14467855196491985
missense,D,24.392621835300936,0.2644994313332063,0.14866867458979427
missense,D,59.16079783099616,0.39854439200891534,0.3478476348138435
missense,D,100.0,0.8605207743433141,2.268523016884998
missense,A,1.4142135623730951,7.220674898064573,0.01862838254855878
missense,A,2.8284271247461903,1.6193109981626037,0.04035161242145685
missense,A,5.656854249492381,1.283999124805689,0.03055416503328999
missense,A,11.661903789690601,0.6598522766594783,0.056270814548608106
missense,A,24.392621835300936,0.31955361161084284,0.0330941156751669
missense,A,59.16079783099616,0.3781982819064922,0.10021275428541032
missense,A,100.0,0.8770769227704704,2.596959517867391
missense,B,1.4142135623730951,12.709736249067106,0.03462466589517942
missense,B,2.8284271247461903,1.809407497454174,0.031286610824391145
missense,B,5.656854249492381,1.0669739503784115,0.043990449283464864
missense,B,11.661903789690601,0.5798641379229821,0.0408019070856068
missense,B,24.392621835300936,0.2756698447229553,0.026890937308317264
missense,B,59.16079783099616,0.38298560193044295,0.09370421066420936
missense,B,100.0,0.8696964710667316,2.5659079589339253
missense,C,1.4142135623730951,14.603719733614298,0.05781428293602806
missense,C,2.8284271247461903,1.7772925589589477,0.011883056260064431
missense,C,5.656854249492381,0.9766132849229052,0.02958680660644873
missense,C,11.661903789690601,0.56071485782644,0.03132180148428604
missense,C,24.392621835300936,0.2688878080220718,0.03740118583768812
missense,C,59.16079783099616,0.39116394030520496,0.08735222369067008
missense,C,100.0,0.8629144343655071,2.4890387061352865
lof,H,1.4142135623730951,11.982149675448653,0.25268195449872255
lof,H,2.8284271247461903,2.147766323024058,0.17440387704836258
lof,H,5.656854249492381,1.3829228713249222,0.14181893283073188
lof,H,11.661903789690601,0.6562619320351075,0.14474444264683117
lof,H,24.392621835300936,0.3496086292478253,0.1858532697248606
lof,H,59.16079783099616,0.26369797632668224,0.29301262059063826
lof,H,100.0,0.29949408171216874,0.7983449614321214
lof,E,1.4142135623730951,10.436951126384116,0.08764610233447474
lof,E,2.8284271247461903,1.756992172584944,0.12756508317118959
lof,E,5.656854249492381,1.1800782741504463,0.16849505699947992
lof,E,11.661903789690601,0.4969692630775171,0.1292061025435457
lof,E,24.392621835300936,0.2386407025582571,0.14043662898339748
lof,E,59.16079783099616,0.1616790759831872,0.22299660281405886
lof,E,100.0,0.2374474990467661,0.6702926676187063
lof,F,1.4142135623730951,9.592163039328,0.2677376632779279
lof,F,2.8284271247461903,2.1418003054600945,0.19468572309213245
lof,F,5.656854249492381,1.338774341351666,0.16093948122171253
lof,F,11.661903789690601,0.5196401298205728,0.16017115384386338
lof,F,24.392621835300936,0.2899484536082184,0.16225114571048338
lof,F,59.16079783099616,0.1825601374569601,0.2332691647315741
lof,F,100.0,0.25116933944400444,0.6927374930182195
lof,G,1.4142135623730951,10.516299159984726,0.251628770252074
lof,G,2.8284271247461903,2.178789614356617,0.14757529439532846
lof,G,5.656854249492381,1.42468499427261,0.15874509819244442
lof,G,11.661903789690601,0.5894425353187671,0.13344755749849202
lof,G,24.392621835300936,0.31261932035127415,0.17321118779402678
lof,G,59.16079783099616,0.23386788850700668,0.2711571222347131
lof,G,100.0,0.2821926307766489,0.7506431808100966
lof,D,1.4142135623730951,12.42124856815579,0.17448264102904898
lof,D,2.8284271247461903,1.154424398625423,0.104845578870145
lof,D,5.656854249492381,0.5423109965635717,0.10945624313547231
lof,D,11.661903789690601,0.24162371134022465,0.09443414370815995
lof,D,24.392621835300936,0.16048587247044566,0.11970551854684564
lof,D,59.16079783099616,0.10559851088208916,0.15917070145725376
lof,D,100.0,0.23148148148274572,0.6308202529858246
lof,A,1.4142135623730951,5.652801641848043,0.040073875887191156
lof,A,2.8284271247461903,1.2377497772686752,0.03896005801008466
lof,A,5.656854249492381,0.866862352042773,0.024958732294965993
lof,A,11.661903789690601,0.3573644520809012,0.026111311699646644
lof,A,24.392621835300936,0.1580994654447636,0.035577134987612336
lof,A,59.16079783099616,0.12647957235586205,0.06264275534412056
lof,A,100.0,0.22710640193176346,0.8489488376663727
lof,B,1.4142135623730951,10.207657184676094,0.028476832263212654
lof,B,2.8284271247461903,1.2832903780068534,0.00763978890798335
lof,B,5.656854249492381,0.6496993127147732,0.027144354286104733
lof,B,11.661903789690601,0.2619081710576552,0.019581066945550257
lof,B,24.392621835300936,0.1714235713376695,0.03043068578744651
lof,B,59.16079783099616,0.11076905943733095,0.0749990676662868
lof,B,100.0,0.22810073819297827,0.8066055926187384
lof,C,1.4142135623730951,11.787458635611557,0.06244711136906768
lof,C,2.8284271247461903,1.2335735649739092,0.02550104812520565
lof,C,5.656854249492381,0.571942217131209,0.023813194572010532
lof,C,11.661903789690601,0.24122597683594904,0.018186293628587896
lof,C,24.392621835300936,0.16903716431207272,0.02811710126586403
lof,C,59.16079783099616,0.11434866997583981,0.07436924732193687
lof,C,100.0,0.2249188621587166,0.8159475102689351
