w,m,n,p,q,tc,coef_input_vals,error_vals_all,error_next,rel_err,pole,residue,multiplicity_pole,pole_2,res_2,remainder,k
0.2154434690031884,1,0,[1.],[-0.24577843  1.        ],"[1.0, 0.2457784273466698, 0.06040703534900224]","[1, 0.2457784273466698, 0.0661266824034028]","[0.0, 0.0, 0.005719647054400562]",0.005719647054400562,0.08649529730688917,4.0687053408048,-4.0687053408048,[1],,,0.0,[]
0.2364489412645408,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.2384332219564157, 0.0623965111249038]","[0.0, 0.2384332219564157, 0.0623965111249038]",0.2384332219564157,1.0,,,,,,,
0.2364489412645408,0,1,[0.23843322 1.        ],[1.],"[1.0, 0.2384332219564157, 0.0]","[1, 0.2384332219564157, 0.0623965111249038]","[0.0, 0.0, 0.0623965111249038]",0.0623965111249038,1.0,,,,,,,
0.2364489412645408,1,0,[1.],[-0.23843322  1.        ],"[1.0, 0.2384332219564157, 0.05685040133251739]","[1, 0.2384332219564157, 0.0623965111249038]","[0.0, 0.0, 0.005546109792386407]",0.005546109792386407,0.0888849343080151,4.194046415993131,-4.194046415993131,[1],,,0.0,[]
0.2595024211399737,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.2310977896426697, 0.058778687646918]","[0.0, 0.2310977896426697, 0.058778687646918]",0.2310977896426697,1.0,,,,,,,
0.2595024211399737,0,1,[0.23109779 1.        ],[1.],"[1.0, 0.2310977896426697, 0.0]","[1, 0.2310977896426697, 0.058778687646918]","[0.0, 0.0, 0.058778687646918]",0.058778687646918,1.0,,,,,,,
0.2595024211399737,1,0,[1.],[-0.23109779  1.        ],"[1.0, 0.2310977896426697, 0.05340618837772761]","[1, 0.2310977896426697, 0.058778687646918]","[0.0, 0.0, 0.005372499269190388]",0.005372499269190388,0.09140216436036896,4.327172499339911,-4.327172499339911,[1],,,0.0,[]
0.2848035868435802,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.2237736981169569, 0.0552731471685046]","[0.0, 0.2237736981169569, 0.0552731471685046]",0.2237736981169569,1.0,,,,,,,
0.2848035868435802,0,1,[0.2237737 1.       ],[1.],"[1.0, 0.2237736981169569, 0.0]","[1, 0.2237736981169569, 0.0552731471685046]","[0.0, 0.0, 0.0552731471685046]",0.0552731471685046,1.0,,,,,,,
0.2848035868435802,1,0,[1.],[-0.2237737  1.       ],"[1.0, 0.2237736981169569, 0.05007466796893897]","[1, 0.2237736981169569, 0.0552731471685046]","[0.0, 0.0, 0.005198479199565634]",0.005198479199565634,0.09405071840251207,4.468800437294212,-4.468800437294212,[1],,,0.0,[]
0.3125715849688237,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.2164627486880633, 0.0518800689704766]","[0.0, 0.2164627486880633, 0.0518800689704766]",0.2164627486880633,1.0,,,,,,,
0.3125715849688237,0,1,[0.21646275 1.        ],[1.],"[1.0, 0.2164627486880633, 0.0]","[1, 0.2164627486880633, 0.0518800689704766]","[0.0, 0.0, 0.0518800689704766]",0.0518800689704766,1.0,,,,,,,
0.3125715849688237,1,0,[1.],[-0.21646275  1.        ],"[1.0, 0.2164627486880633, 0.04685612156959165]","[1, 0.2164627486880633, 0.0518800689704766]","[0.0, 0.0, 0.005023947400884951]",0.005023947400884951,0.09683771630573447,4.619732522389171,-4.619732522389171,[1],,,0.0,[]
0.3430469286314919,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.2091670074307782, 0.048599880167839]","[0.0, 0.2091670074307782, 0.048599880167839]",0.2091670074307782,1.0,,,,,,,
0.3430469286314919,0,1,[0.20916701 1.        ],[1.],"[1.0, 0.2091670074307782, 0.0]","[1, 0.2091670074307782, 0.048599880167839]","[0.0, 0.0, 0.048599880167839]",0.048599880167839,1.0,,,,,,,
0.3430469286314919,1,0,[1.],[-0.20916701  1.        ],"[1.0, 0.2091670074307782, 0.04375083699754723]","[1, 0.2091670074307782, 0.048599880167839]","[0.0, 0.0, 0.004849043170291771]",0.004849043170291771,0.09977479684200186,4.780868705266247,-4.780868705266247,[1],,,0.0,[]
0.3764935806792469,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.2018888385801438, 0.045432636563187]","[0.0, 0.2018888385801438, 0.045432636563187]",0.2018888385801438,1.0,,,,,,,
0.3764935806792469,0,1,[0.20188884 1.        ],[1.],"[1.0, 0.2018888385801438, 0.0]","[1, 0.2018888385801438, 0.045432636563187]","[0.0, 0.0, 0.045432636563187]",0.045432636563187,1.0,,,,,,,
0.3764935806792469,1,0,[1.],[-0.20188884  1.        ],"[1.0, 0.2018888385801438, 0.04075910314323936]","[1, 0.2018888385801438, 0.045432636563187]","[0.0, 0.0, 0.00467353341994764]",0.00467353341994764,0.10286731683396279,4.953220827029672,-4.953220827029672,[1],,,0.0,[]
0.4132012400115338,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.1946309412126037, 0.042378833063126]","[0.0, 0.1946309412126037, 0.042378833063126]",0.1946309412126037,1.0,,,,,,,
0.4132012400115338,0,1,[0.19463094 1.        ],[1.],"[1.0, 0.1946309412126037, 0.0]","[1, 0.1946309412126037, 0.042378833063126]","[0.0, 0.0, 0.042378833063126]",0.042378833063126,1.0,,,,,,,
0.4132012400115338,1,0,[1.],[-0.19463094  1.        ],"[1.0, 0.1946309412126037, 0.037881203277303994]","[1, 0.1946309412126037, 0.042378833063126]","[0.0, 0.0, 0.004497629785822008]",0.004497629785822008,0.1061291560133923,5.137929220142122,-5.137929220142122,[1],,,0.0,[]
0.4534878508128584,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.1873963888843918, 0.0394387264873402]","[0.0, 0.1873963888843918, 0.0394387264873402]",0.1873963888843918,1.0,,,,,,,
0.4534878508128584,0,1,[0.18739639 1.        ],[1.],"[1.0, 0.1873963888843918, 0.0]","[1, 0.1873963888843918, 0.0394387264873402]","[0.0, 0.0, 0.0394387264873402]",0.0394387264873402,1.0,,,,,,,
0.4534878508128584,1,0,[1.],[-0.18739639  1.        ],"[1.0, 0.1873963888843918, 0.0351174065669102]","[1, 0.1873963888843918, 0.0394387264873402]","[0.0, 0.0, 0.00432131992043]",0.00432131992043,0.10957047311903288,5.3362821234347155,-5.3362821234347155,[1],,,0.0,[]
0.4977023564332111,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.1801886718528174, 0.0366125876574242]","[0.0, 0.1801886718528174, 0.0366125876574242]",0.1801886718528174,1.0,,,,,,,
0.4977023564332111,0,1,[0.18018867 1.        ],[1.],"[1.0, 0.1801886718528174, 0.0]","[1, 0.1801886718528174, 0.0366125876574242]","[0.0, 0.0, 0.0366125876574242]",0.0366125876574242,1.0,,,,,,,
0.4977023564332111,1,0,[1.],[-0.18018867  1.        ],"[1.0, 0.1801886718528174, 0.032467957464082306]","[1, 0.1801886718528174, 0.0366125876574242]","[0.0, 0.0, 0.004144630193341894]",0.004144630193341894,0.11320232899466907,5.549738447580239,-5.549738447580239,[1],,,0.0,[]
0.5462277217684343,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.1730117415852518, 0.0339006688983978]","[0.0, 0.1730117415852518, 0.0339006688983978]",0.1730117415852518,1.0,,,,,,,
0.5462277217684343,0,1,[0.17301174 1.        ],[1.],"[1.0, 0.1730117415852518, 0.0]","[1, 0.1730117415852518, 0.0339006688983978]","[0.0, 0.0, 0.0339006688983978]",0.0339006688983978,1.0,,,,,,,
0.5462277217684343,1,0,[1.],[-0.17301174  1.        ],"[1.0, 0.1730117415852518, 0.029933062726361943]","[1, 0.1730117415852518, 0.0339006688983978]","[0.0, 0.0, 0.00396760617203586]",0.00396760617203586,0.11703622084646757,5.779954532780936,-5.779954532780936,[1],,,0.0,[]
0.5994842503189411,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.1658700588030826, 0.0313032040317896]","[0.0, 0.1658700588030826, 0.0313032040317896]",0.1658700588030826,1.0,,,,,,,
0.5994842503189411,0,1,[0.16587006 1.        ],[1.],"[1.0, 0.1658700588030826, 0.0]","[1, 0.1658700588030826, 0.0313032040317896]","[0.0, 0.0, 0.0313032040317896]",0.0313032040317896,1.0,,,,,,,
0.5994842503189411,1,0,[1.],[-0.16587006  1.        ],"[1.0, 0.1658700588030826, 0.027512876407338075]","[1, 0.1658700588030826, 0.0313032040317896]","[0.0, 0.0, 0.003790327624451525]",0.003790327624451525,0.121084334389614,6.028815611545534,-6.028815611545534,[1],,,0.0,[]
0.6579332246575682,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.1587686382337253, 0.0288203606280774]","[0.0, 0.1587686382337253, 0.0288203606280774]",0.1587686382337253,1.0,,,,,,,
0.6579332246575682,0,1,[0.15876864 1.        ],[1.],"[1.0, 0.1587686382337253, 0.0]","[1, 0.1587686382337253, 0.0288203606280774]","[0.0, 0.0, 0.0288203606280774]",0.0288203606280774,1.0,,,,,,,
0.6579332246575682,1,0,[1.],[-0.15876864  1.        ],"[1.0, 0.1587686382337253, 0.025207480486591542]","[1, 0.1587686382337253, 0.0288203606280774]","[0.0, 0.0, 0.0036128801414858566]",0.0036128801414858566,0.12535860283323844,6.298473118651351,-6.298473118651351,[1],,,0.0,[]
0.7220809018385468,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.1517130994659316, 0.0264522638622798]","[0.0, 0.1517130994659316, 0.0264522638622798]",0.1517130994659316,1.0,,,,,,,
0.7220809018385468,0,1,[0.1517131 1.       ],[1.],"[1.0, 0.1517130994659316, 0.0]","[1, 0.1517130994659316, 0.0264522638622798]","[0.0, 0.0, 0.0264522638622798]",0.0264522638622798,1.0,,,,,,,
0.7220809018385468,1,0,[1.],[-0.1517131  1.       ],"[1.0, 0.1517130994659316, 0.023016864549559653]","[1, 0.1517130994659316, 0.0264522638622798]","[0.0, 0.0, 0.003435399312720147]",0.003435399312720147,0.12987165599912723,6.591388637634143,-6.591388637634143,[1],,,0.0,[]
0.7924828983539177,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.1447097121125911, 0.0241989717441932]","[0.0, 0.1447097121125911, 0.0241989717441932]",0.1447097121125911,1.0,,,,,,,
0.7924828983539177,0,1,[0.14470971 1.        ],[1.],"[1.0, 0.1447097121125911, 0.0]","[1, 0.1447097121125911, 0.0241989717441932]","[0.0, 0.0, 0.0241989717441932]",0.0241989717441932,1.0,,,,,,,
0.7924828983539177,1,0,[1.],[-0.14470971  1.        ],"[1.0, 0.1447097121125911, 0.020940900779708994]","[1, 0.1447097121125911, 0.0241989717441932]","[0.0, 0.0, 0.003258070964484206]",0.003258070964484206,0.13463675229365954,6.910386216662169,-6.910386216662169,[1],,,0.0,[]
0.8697490026177834,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.1377654398991385, 0.0220604153173256]","[0.0, 0.1377654398991385, 0.0220604153173256]",0.1377654398991385,1.0,,,,,,,
0.8697490026177834,0,1,[0.13776544 1.        ],[1.],"[1.0, 0.1377654398991385, 0.0]","[1, 0.1377654398991385, 0.0220604153173256]","[0.0, 0.0, 0.0220604153173256]",0.0220604153173256,1.0,,,,,,,
0.8697490026177834,1,0,[1.],[-0.13776544  1.        ],"[1.0, 0.1377654398991385, 0.018979316430603143]","[1, 0.1377654398991385, 0.0220604153173256]","[0.0, 0.0, 0.0030810988867224567]",0.0030810988867224567,0.13966640439006842,7.258714527621186,-7.258714527621186,[1],,,0.0,[]
0.9545484566618342,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.1308879794969693, 0.0200364164598414]","[0.0, 0.1308879794969693, 0.0200364164598414]",0.1308879794969693,1.0,,,,,,,
0.9545484566618342,0,1,[0.13088798 1.        ],[1.],"[1.0, 0.1308879794969693, 0.0]","[1, 0.1308879794969693, 0.0200364164598414]","[0.0, 0.0, 0.0200364164598414]",0.0200364164598414,1.0,,,,,,,
0.9545484566618342,1,0,[1.],[-0.13088798  1.        ],"[1.0, 0.1308879794969693, 0.017131663176799053]","[1, 0.1308879794969693, 0.0200364164598414]","[0.0, 0.0, 0.002904753283042346]",0.002904753283042346,0.14497369271916896,7.6401209938698385,-7.6401209938698385,[1],,,0.0,[]
1.0476157527896652,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.1240857919613327, 0.0181266122176872]","[0.0, 0.1240857919613327, 0.0181266122176872]",0.1240857919613327,1.0,,,,,,,
1.0476157527896652,0,1,[0.12408579 1.        ],[1.],"[1.0, 0.1240857919613327, 0.0]","[1, 0.1240857919613327, 0.0181266122176872]","[0.0, 0.0, 0.0181266122176872]",0.0181266122176872,1.0,,,,,,,
1.0476157527896652,1,0,[1.],[-0.12408579  1.        ],"[1.0, 0.1240857919613327, 0.015397283766671137]","[1, 0.1240857919613327, 0.0181266122176872]","[0.0, 0.0, 0.002729328451016061]",0.002729328451016061,0.15057024546224335,8.058940384662392,-8.058940384662392,[1],,,0.0,[]
1.149756995397737,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.1173681238264105, 0.016330466653833]","[0.0, 0.1173681238264105, 0.016330466653833]",0.1173681238264105,1.0,,,,,,,
1.149756995397737,0,1,[0.11736812 1.        ],[1.],"[1.0, 0.1173681238264105, 0.0]","[1, 0.1173681238264105, 0.016330466653833]","[0.0, 0.0, 0.016330466653833]",0.016330466653833,1.0,,,,,,,
1.149756995397737,1,0,[1.],[-0.11736812  1.        ],"[1.0, 0.1173681238264105, 0.013775276490531629]","[1, 0.1173681238264105, 0.016330466653833]","[0.0, 0.0, 0.0025551901633013713]",0.0025551901633013713,0.1564676758763431,8.520200948930711,-8.520200948930711,[1],,,0.0,[]
1.261856883066021,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.1107450145859144, 0.0146472182693814]","[0.0, 0.1107450145859144, 0.0146472182693814]",0.1107450145859144,1.0,,,,,,,
1.261856883066021,0,1,[0.11074501 1.        ],[1.],"[1.0, 0.1107450145859144, 0.0]","[1, 0.1107450145859144, 0.0146472182693814]","[0.0, 0.0, 0.0146472182693814]",0.0146472182693814,1.0,,,,,,,
1.261856883066021,1,0,[1.],[-0.11074501  1.        ],"[1.0, 0.1107450145859144, 0.012264458255634395]","[1, 0.1107450145859144, 0.0146472182693814]","[0.0, 0.0, 0.0023827600137470047]",0.0023827600137470047,0.1626766236376729,9.029751846971083,-9.029751846971083,[1],,,0.0,[]
1.384886371393873,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.1042272868795914, 0.0130758423049338]","[0.0, 0.1042272868795914, 0.0130758423049338]",0.1042272868795914,1.0,,,,,,,
1.384886371393873,0,1,[0.10422729 1.        ],[1.],"[1.0, 0.1042272868795914, 0.0]","[1, 0.1042272868795914, 0.0130758423049338]","[0.0, 0.0, 0.0130758423049338]",0.0130758423049338,1.0,,,,,,,
1.384886371393873,1,0,[1.],[-0.10422729  1.        ],"[1.0, 0.1042272868795914, 0.010863327330280646]","[1, 0.1042272868795914, 0.0130758423049338]","[0.0, 0.0, 0.002212514974653154]",0.002212514974653154,0.1692063060303445,9.594416490522777,-9.594416490522777,[1],,,0.0,[]
1.5199110829529348,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.0978265154893023, 0.0116150169624744]","[0.0, 0.0978265154893023, 0.0116150169624744]",0.0978265154893023,1.0,,,,,,,
1.5199110829529348,0,1,[0.09782652 1.        ],[1.],"[1.0, 0.0978265154893023, 0.0]","[1, 0.0978265154893023, 0.0116150169624744]","[0.0, 0.0, 0.0116150169624744]",0.0116150169624744,1.0,,,,,,,
1.5199110829529348,1,0,[1.],[-0.09782652  1.        ],"[1.0, 0.0978265154893023, 0.009570027132778701]","[1, 0.0978265154893023, 0.0116150169624744]","[0.0, 0.0, 0.002044989829695698]",0.002044989829695698,0.17606429988889527,10.222177443388075,-10.222177443388075,[1],,,0.0,[]
1.6681005372000592,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.0915549711079691, 0.0102630812342116]","[0.0, 0.0915549711079691, 0.0102630812342116]",0.0915549711079691,1.0,,,,,,,
1.6681005372000592,0,1,[0.09155497 1.        ],[1.],"[1.0, 0.0915549711079691, 0.0]","[1, 0.0915549711079691, 0.0102630812342116]","[0.0, 0.0, 0.0102630812342116]",0.0102630812342116,1.0,,,,,,,
1.6681005372000592,1,0,[1.],[-0.09155497  1.        ],"[1.0, 0.0915549711079691, 0.008382312734581057]","[1, 0.0915549711079691, 0.0102630812342116]","[0.0, 0.0, 0.0018807684996305432]",0.0018807684996305432,0.1832557354570157,10.922399820548447,-10.922399820548447,[1],,,0.0,[]
1.8307382802953696,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.0854255350117286, 0.0090180071006132]","[0.0, 0.0854255350117286, 0.0090180071006132]",0.0854255350117286,1.0,,,,,,,
1.8307382802953696,0,1,[0.08542554 1.        ],[1.],"[1.0, 0.0854255350117286, 0.0]","[1, 0.0854255350117286, 0.0090180071006132]","[0.0, 0.0, 0.0090180071006132]",0.0090180071006132,1.0,,,,,,,
1.8307382802953696,1,0,[1.],[-0.08542554  1.        ],"[1.0, 0.0854255350117286, 0.007297522032040069]","[1, 0.0854255350117286, 0.0090180071006132]","[0.0, 0.0, 0.0017204850685731306]",0.0017204850685731306,0.1907832905183832,11.706101692692984,-11.706101692692984,[1],,,0.0,[]
2.009233002565048,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.0794515811344389, 0.0078773632573212]","[0.0, 0.0794515811344389, 0.0078773632573212]",0.0794515811344389,1.0,,,,,,,
2.009233002565048,0,1,[0.07945158 1.        ],[1.],"[1.0, 0.0794515811344389, 0.0]","[1, 0.0794515811344389, 0.0078773632573212]","[0.0, 0.0, 0.0078773632573212]",0.0078773632573212,1.0,,,,,,,
2.009233002565048,1,0,[1.],[-0.07945158  1.        ],"[1.0, 0.0794515811344389, 0.006312553744762327]","[1, 0.0794515811344389, 0.0078773632573212]","[0.0, 0.0, 0.0015648095125588724]",0.0015648095125588724,0.1986463568383168,12.586281930726011,-12.586281930726011,[1],,,0.0,[]
2.205130739903045,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.0736468227788558, 0.0068382924184744]","[0.0, 0.0736468227788558, 0.0068382924184744]",0.0736468227788558,1.0,,,,,,,
2.205130739903045,0,1,[0.07364682 1.        ],[1.],"[1.0, 0.0736468227788558, 0.0]","[1, 0.0736468227788558, 0.0068382924184744]","[0.0, 0.0, 0.0068382924184744]",0.0068382924184744,1.0,,,,,,,
2.205130739903045,1,0,[1.],[-0.07364682  1.        ],"[1.0, 0.0736468227788558, 0.005423854505420193]","[1, 0.0736468227788558, 0.0068382924184744]","[0.0, 0.0, 0.001414437913054207]",0.001414437913054207,0.20684080564220203,13.578318279972054,-13.578318279972054,[1],,,0.0,[]
2.420128264794384,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.0680251224382491, 0.005897487011777]","[0.0, 0.0680251224382491, 0.005897487011777]",0.0680251224382491,1.0,,,,,,,
2.420128264794384,0,1,[0.06802512 1.        ],[1.],"[1.0, 0.0680251224382491, 0.0]","[1, 0.0680251224382491, 0.005897487011777]","[0.0, 0.0, 0.005897487011777]",0.005897487011777,1.0,,,,,,,
2.420128264794384,1,0,[1.],[-0.06802512  1.        ],"[1.0, 0.0680251224382491, 0.004627417282738781]","[1, 0.0680251224382491, 0.005897487011777]","[0.0, 0.0, 0.001270069729038219]",0.001270069729038219,0.21535778315440973,14.700451306173923,-14.700451306173923,[1],,,0.0,[]
2.656087782946687,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.0626002647713946, 0.0050511875534064]","[0.0, 0.0626002647713946, 0.0050511875534064]",0.0626002647713946,1.0,,,,,,,
2.656087782946687,0,1,[0.06260026 1.        ],[1.],"[1.0, 0.0626002647713946, 0.0]","[1, 0.0626002647713946, 0.0050511875534064]","[0.0, 0.0, 0.0050511875534064]",0.0050511875534064,1.0,,,,,,,
2.656087782946687,1,0,[1.],[-0.06260026  1.        ],"[1.0, 0.0626002647713946, 0.003918793149448708]","[1, 0.0626002647713946, 0.0050511875534064]","[0.0, 0.0, 0.001132394403957692]",0.001132394403957692,0.22418379677745925,15.974373329758714,-15.974373329758714,[1],,,0.0,[]
2.9150530628251787,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.0573856948784494, 0.0042951841787212]","[0.0, 0.0573856948784494, 0.0042951841787212]",0.0573856948784494,1.0,,,,,,,
2.9150530628251787,0,1,[0.05738569 1.        ],[1.],"[1.0, 0.0573856948784494, 0.0]","[1, 0.0573856948784494, 0.0042951841787212]","[0.0, 0.0, 0.0042951841787212]",0.0042951841787212,1.0,,,,,,,
2.9150530628251787,1,0,[1.],[-0.05738569  1.        ],"[1.0, 0.0573856948784494, 0.0032931179766824935]","[1, 0.0573856948784494, 0.0042951841787212]","[0.0, 0.0, 0.0010020662020387063]",0.0010020662020387063,0.233299937870662,17.425945649314418,-17.425945649314418,[1],,,0.0,[]
3.1992671377973845,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.0523942265436215, 0.0036248356432596]","[0.0, 0.0523942265436215, 0.0036248356432596]",0.0523942265436215,1.0,,,,,,,
3.1992671377973845,0,1,[0.05239423 1.        ],[1.],"[1.0, 0.0523942265436215, 0.0]","[1, 0.0523942265436215, 0.0036248356432596]","[0.0, 0.0, 0.0036248356432596]",0.0036248356432596,1.0,,,,,,,
3.1992671377973845,1,0,[1.],[-0.05239423  1.        ],"[1.0, 0.0523942265436215, 0.0027451549751043316]","[1, 0.0523942265436215, 0.0036248356432596]","[0.0, 0.0, 0.0008796806681552684]",0.0008796806681552684,0.24268153227610167,19.08607237798304,-19.08607237798304,[1],,,0.0,[]
3.511191734215134,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.0476377278976579, 0.0030351022887778]","[0.0, 0.0476377278976579, 0.0030351022887778]",0.0476377278976579,1.0,,,,,,,
3.511191734215134,0,1,[0.04763773 1.        ],[1.],"[1.0, 0.0476377278976579, 0.0]","[1, 0.0476377278976579, 0.0030351022887778]","[0.0, 0.0, 0.0030351022887778]",0.0030351022887778,1.0,,,,,,,
3.511191734215134,1,0,[1.],[-0.04763773  1.        ],"[1.0, 0.0476377278976579, 0.0022693531192512933]","[1, 0.0476377278976579, 0.0030351022887778]","[0.0, 0.0, 0.0007657491695265066]",0.0007657491695265066,0.25229764820706085,20.991765227517597,-20.991765227517597,[1],,,0.0,[]
3.8535285937105312,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.043126794927282, 0.0025205963076954]","[0.0, 0.043126794927282, 0.0025205963076954]",0.043126794927282,1.0,,,,,,,
3.8535285937105312,0,1,[0.04312679 1.        ],[1.],"[1.0, 0.043126794927282, 0.0]","[1, 0.043126794927282, 0.0025205963076954]","[0.0, 0.0, 0.0025205963076954]",0.0025205963076954,1.0,,,,,,,
3.8535285937105312,1,0,[1.],[-0.04312679  1.        ],"[1.0, 0.043126794927282, 0.0018599204406998361]","[1, 0.043126794927282, 0.0025205963076954]","[0.0, 0.0, 0.0006606758669955638]",0.0006606758669955638,0.2621109397718767,23.187440700987505,-23.187440700987505,[1],,,0.0,[]
4.229242874389499,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.03887042606673, 0.0020756475804756]","[0.0, 0.03887042606673, 0.0020756475804756]",0.03887042606673,1.0,,,,,,,
4.229242874389499,0,1,[0.03887043 1.        ],[1.],"[1.0, 0.03887042606673, 0.0]","[1, 0.03887042606673, 0.0020756475804756]","[0.0, 0.0, 0.0020756475804756]",0.0020756475804756,1.0,,,,,,,
4.229242874389499,1,0,[1.],[-0.03887043  1.        ],"[1.0, 0.03887042606673, 0.0015109100226091232]","[1, 0.03887042606673, 0.0020756475804756]","[0.0, 0.0, 0.0005647375578664766]",0.0005647375578664766,0.2720777665624125,25.72649958308331,-25.72649958308331,[1],,,0.0,[]
4.641588833612782,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.0348757134601192, 0.0016943824599826]","[0.0, 0.0348757134601192, 0.0016943824599826]",0.0348757134601192,1.0,,,,,,,
4.641588833612782,0,1,[0.03487571 1.        ],[1.],"[1.0, 0.0348757134601192, 0.0]","[1, 0.0348757134601192, 0.0016943824599826]","[0.0, 0.0, 0.0016943824599826]",0.0016943824599826,1.0,,,,,,,
4.641588833612782,1,0,[1.],[-0.03487571  1.        ],"[1.0, 0.0348757134601192, 0.0012163153893523398]","[1, 0.0348757134601192, 0.0016943824599826]","[0.0, 0.0, 0.0004780670706302603]",0.0004780670706302603,0.2821482645867154,28.673248538514116,-28.673248538514116,[1],,,0.0,[]
5.09413801481638,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.0311475680888991, 0.0013708148134884]","[0.0, 0.0311475680888991, 0.0013708148134884]",0.0311475680888991,1.0,,,,,,,
